Wall time,Step,Value
1681950269,91560,32.09343719
1681950297,91620,32.14957428
1681950543,92140,32.42097092
1681950553,92160,32.14484787
1681950586,92230,32.08261871
1681950600,92260,32.53136063
1681950635,92330,32.19178009
1681958931,92600,31.5886116
1681959015,92810,32.02376175
1681959043,92910,32.03347397
1681959086,93070,31.42077827
1681959092,93090,32.39800644
1681959097,93110,32.35178757
1681959105,93140,31.31549263
